Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,TopSpeed,DistanceRun,WalkDist,JogDist,RunDist,HiSpeedRunDist,SprintDist,WalkCount,JogCount,RunCount,HiSpeedRunCount,SprintCount
302,4bzxaacl40jtslfwvxqt21nth,99307,A. Harush,Ariel Harush,Goalkeeper,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74317,Ariel,Harush,Goalkeeper,8.00,675.00,36.00,5.34,32527.00,23519.00,8288.70,319.40,16.50,0.00,2322.00,1405.00,24.00,1.00,0.00
302,909y6bbt3ht52rsu560ua5gid,140391,O. Marciano,Ofir Marciano,,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,87589,Ofir,Marciano,,0.00,0.00,35.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,bmmiskgiwt26oxdl3v7ifghqt,208651,N. Antman,Niv Antman,,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,104649,Niv,Antman,,0.00,0.00,32.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,5fiqll8yuo8kj0kn37g6yfc2d,136356,S. Sluga,Simon Sluga,,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,102236,Simon,Sluga,,0.00,0.00,31.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,cjtgbkc8ucy4oxfjocugt25ed,191050,S. Hasson,Sahar Hasson,Goalkeeper,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,215475,Sahar,Hasson,Goalkeeper,3.00,225.00,28.00,5.61,15410.00,8656.30,6104.90,353.80,38.00,3.80,1368.00,1043.00,22.00,3.00,0.00
302,a7fohxcubrg6xo782vcag99wq,627987,M. Wolff,Marco Wolff,Goalkeeper,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,441585,Marco,Wolff,Goalkeeper,10.00,900.00,27.00,5.94,56440.00,36440.00,18212.00,970.90,112.20,0.00,4193.00,2970.00,77.00,8.00,0.00
302,dcp3figszyir3vxqqxplcpec5,137109,O. Levita,Ohad Levita,Goalkeeper,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,42626,Ohad,Levita,Goalkeeper,10.00,900.00,38.00,5.57,48011.00,33103.00,13683.00,562.90,80.70,0.00,3616.00,2280.00,35.00,5.00,0.00
302,9lyt4yjsopx8bgpe0u8pgun6d,189949,Y. Gerafi,Yoav Gerafi,Goalkeeper,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234928,Yoav,Gerafi,Goalkeeper,10.00,900.00,31.00,6.09,42832.00,30593.00,11102.00,588.50,61.10,9.40,2803.00,1751.00,48.00,1.00,0.00
302,d626t7sf4rnhktp24j9pltjsa,755025,T. Sultani,Tom谩s Sultani,,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,488533,Tom谩s,Sultani,,0.00,0.00,26.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,my77egltmn05j466bz9larfu,745481,T. Yosefi,Tomer Yosefi,,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,475103,Tomer,Yosefi,,0.00,0.00,25.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,vd6lo0pepy4sg6y62ny25i39,155661,R. Mishpati,Roi Mishpati,Goalkeeper,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,104854,Roi,Mishpati,Goalkeeper,9.00,810.00,31.00,5.91,47213.00,32303.00,13431.00,797.00,137.10,14.70,3056.00,2049.00,66.00,7.00,0.00
302,19w3cqnbi2gueaoohx4snney2,669467,O. Niron,Omer Niron,Goalkeeper,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463680,Omer,Niron,Goalkeeper,8.00,664.00,23.00,5.93,38807.00,25444.00,12080.00,740.20,60.70,4.50,2900.00,2027.00,64.00,5.00,0.00
302,20y4dvoj235zv2154ot3tayhg,848899,N. Zamir,Nadav Zamir,Goalkeeper,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512568,Nadav,Zamir,Goalkeeper,10.00,900.00,23.00,5.61,52709.00,33404.00,17265.00,1241.00,113.60,0.60,4049.00,2816.00,105.00,7.00,0.00
302,76a7tc8jfkb4x4onzfa2k6jmd,277310,O. Antman,Ofek Antman,,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,433673,Ofek,Antman,,0.00,0.00,28.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,1l0anlzm25gwqb8klbsi7ws9g,902925,O. Melika,Ofek Melika,Goalkeeper,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579146,Ofek,Melika,Goalkeeper,1.00,90.00,19.00,5.32,5980.60,3640.90,2043.70,170.20,17.10,3.20,614.00,328.00,18.00,0.00,0.00
302,a4id2y9k14dx1j0cd9g59x8gk,902927,M. Yashilirmak,Maor Yashilirmak,,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579150,Maor,Yashilirmak,,0.00,0.00,19.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,dd1gwpduhvds0c6jeese3ynf8,872844,N. Eliasi,Niv Eliasi,Goalkeeper,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,545100,Niv,Eliasi,Goalkeeper,10.00,810.00,22.00,6.13,36357.00,26448.00,8751.20,608.00,146.90,3.40,2386.00,1481.00,52.00,8.00,0.00
302,96r8367aja3rsyxmpq6igs8kq,768611,H. Fuchs,Hadar Fuchs,,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549367,Hadar,Fuchs,,0.00,0.00,20.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,e6rhc21ownwfq6zgrmnd6ygkq,688547,R. Elimelech,Roey Elimelech,,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,548696,Roey,Elimelech,,0.00,0.00,22.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,5rf0jhxtd07bnndbjh0ovf4r9,184038,G. Amos,Gad Amos,Goalkeeper,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74461,Gad,Amos,Goalkeeper,10.00,900.00,35.00,5.73,46820.00,34069.00,11637.00,536.60,80.50,0.60,3088.00,1832.00,44.00,4.00,0.00
302,k3i5gwaq2wjhm05hbf28mbpx,253405,A. Cohen,Avishay Cohen,,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,210765,Avishay,Cohen,,0.00,0.00,29.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,1761f95ysqp2xfavgo4v9whcl,291835,G. Badash,Guy Badash,,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,222303,Guy,Badash,,0.00,0.00,30.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,6a83jylolhagexy8fdzt3q82y,619787,G. Herman,Gai Herman,,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590907,Gai,Herman,,0.00,0.00,24.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,eyvchqna7rm744kq9oewgr1m1,461486,R. Carmi,Raz Carmi,,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491448,Raz,Carmi,,0.00,0.00,28.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,hon8dvxfmrt0aaobgbri0npw,1019772,N. Tubul,Niv Tubul,,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,631409,Niv,Tubul,,0.00,0.00,20.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,570wgwomxz7kgdlx9t3hebuqy,681292,O. Checkol,Oded Checkol,Left Winger,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549533,Oded,Checkol,Left Winger,1.00,14.00,25.00,7.00,2645.80,457.30,1539.50,416.60,170.50,9.30,109.00,173.00,31.00,12.00,0.00
302,daqm0ziygdn6jvp9czd6vnp5g,1012197,M. Ganame,Mohamad Ganame,,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,631322,Mohamad,Ganame,,0.00,0.00,20.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,b031qw09okmex4qzs7fq9q2y2,615187,M. Alchevski,Marko Alchevski,,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,486875,Marko,Alchevski,,0.00,0.00,22.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,6bc15n6owopvxe3bpglfcr015,682714,A. Rabah,Ashraf Rabah,,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491385,Ashraf,Rabah,,0.00,0.00,30.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,bjmx0vyke2gdvqlvqnptpv4lw,1019770,R. Amsalem,Reef Amsalem,,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,631410,Reef,Amsalem,,0.00,0.00,20.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,d250qr9jyk8yjt0k6b44kohgq,834547,I. Tamam,Ilay Tamam,Centre Forward,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512561,Ilay,Tamam,Centre Forward,1.00,6.00,23.00,6.95,1425.70,340.90,766.20,223.10,60.80,4.80,71.00,94.00,16.00,3.00,0.00
302,dbmc15678uiombo2ijwop9q8k,1004534,D. Kulikov,Denis Kulikov,,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,624018,Denis,Kulikov,,0.00,0.00,20.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,drfu88y82ej7vtr2pds92yne1,461620,Omar Nahfawi,Omar Nahfawi,,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607047,Omar,Nahfawi,,0.00,0.00,26.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,2embe3d6neh6yguqk6vxg5t04,1019882,I. Tzeiri,Illay Tzeiri,,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,625402,Illay,Tzeiri,,0.00,0.00,20.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,7l1unnwsalb7g0n4iffhogzys,1004467,Abed Yassin,Abed Yassin,,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,641573,Abed Abdelhadi,Yassin,,0.00,0.00,20.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,7fuhpo0dryvzgkbqxaeco0v84,1048764,M. Buhbut,Meir Buhbut,,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,646109,Meir,Buhbut,,0.00,0.00,19.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,998xgeu19uw3u31ulafwjchec,1012595,I. Hazut,Itay Hazut,,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,657463,Itay,Hazut,,0.00,0.00,18.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,bja9m0f8krri8j4olxw34jsb8,,B. Abdach,Bashar Abdach,,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,658143,Bashar,Abdach,,0.00,0.00,19.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,21rfbj8v0vx6w21o31hl5f561,479691,A. Tabachnik,Adi Tabechnik,,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,433653,Adi,Tabechnik,,0.00,0.00,25.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,2nb92mbm74gnosvj7xfyfn5xx,,M. Zalmanovich,Matan Zalmanovich,,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234919,Matan,Zalmanovich,,0.00,0.00,30.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,7fsptx7i6oht2jdvg824oxvbp,,T. Litvinov,Tomer Litvinov,,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607059,Tomer,Litvinov,,0.00,0.00,26.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,2cskhn4d0k6g0u4y1f5v3f4a2,,R. Baruchian,Raz Baruchian,,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,521879,Raz,Baruchian,,0.00,0.00,21.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,5sf7ywte8hjq2k07xu72hneju,,Y. Serdal,Yarin Serdal,,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491432,Yarin,Serdal,,0.00,0.00,23.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,60amqb843gvj5tawlnknu31uc,,L. Rigen,Liran Rigen,,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,504933,Liran,Rigen,,0.00,0.00,22.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,68zxa6co3ouwgsn9v1d3nrb9x,,T. Bomshtein,Tal Bomshtein,,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549351,Tal,Bomshtein,,0.00,0.00,29.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,7op04xntda2wuvj28qca6vdw4,,R. Apelbaum,Ron Apelbaum,Left Attacking Midfielder,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,662641,Ron,Apelbaum,Left Attacking Midfielder,1.00,1.00,0.00,7.18,404.20,46.50,265.20,56.30,21.10,6.60,14.00,23.00,3.00,0.00,0.00
302,7n8ifzk5kyqs2f717xmeiqhp0,,L. Hermesh,Liam Hermesh,,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,592956,Liam,Hermesh,,0.00,0.00,20.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,c6glzidxer2ugg5vzkzhlwzro,,R. Shahar,Roee Shahar,,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,663586,Roee,Shahar,,0.00,0.00,0.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,d6zzdi2txxra7y8y6rzazyas4,,N. Bar,Neri Bar,,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,663585,Neri,Bar,,0.00,0.00,0.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,64hz6kdnsuf2s7bzd57hu39qs,,S. Israeli,Sagi Israeli,,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590898,Sagi,Israeli,,0.00,0.00,0.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,4jbn1sh7oj4yo7uql9ac3oc2c,,N. Shavit,Noam Shavit,,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,592960,Noam,Shavit,,0.00,0.00,19.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,5t6m3svpmmbcmvmfot76bipsk,,D. Dapaah,Daniel Dapaah,,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,663583,Daniel,Dapaah,,0.00,0.00,17.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,d90juq4k225snptvboz4t5bf8,,C. Onyemuchara,Daniel Onyemuchara,,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,663582,Daniel,Onyemuchara,,0.00,0.00,19.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,ce7ztk4wz4v0z5nux79k3gis4,,E. Barak,Evyatar Barak,,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607037,Evyatar,Barak,,0.00,0.00,23.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,540rmb0o2jvjda09ci0rrjnro,,A. Ben Ami,Alon Ben Ami,,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,665366,Alon,Ben Ami,,0.00,0.00,0.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,4a7aqzqsju98hx4sqs7dat3pw,,R. Yehezkel,Raz Yehezkel,,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,631323,Raz,Yehezkel,,0.00,0.00,19.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,25imi4e1pfg91j9wlav6u67oq,,B. Gordin,Ben Gordin,,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,570802,Ben,Gordin,,0.00,0.00,21.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,7br059viyc3c0pbe9gpxsahas,,R. Amedi,Roei Amedi,,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,634291,Roei,Amedi,,0.00,0.00,20.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,erwxx0of449k2y45zddvohx5g,,R. Schwartz,Raz Schwartz,,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,663593,Raz,Schwartz,,0.00,0.00,20.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,eylrcbmkrf8rjrjutaq76ptzo,,I. Weinberg,Idan Weinberg,,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,672612,Idan,Weinberg,,0.00,0.00,17.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,882zowzrsvcxt12qss9ienpck,,A. Ben-Yosef,Amit Ben Yosef,,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,676646,Amit,Ben Yosef,,0.00,0.00,0.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,1ac3srn2ykx26z44zl7k577dg,,Aiham Mater,Aiham Mater,,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,678577,Aiham,Mater,,0.00,0.00,0.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
